dataset_origin,id,race_group,sex,target_2yr_recid
NIJ,1047,White,M,1
NIJ,1048,White,M,1
NIJ,1049,White,F,0
NIJ,1050,Black,M,1
NIJ,1051,Black,M,1
NIJ,1052,Black,M,0
NIJ,1053,White,M,1
NIJ,1054,Black,M,0
NIJ,1055,White,M,1
NIJ,1056,Black,M,1
NIJ,1057,White,M,1
NIJ,1058,Black,M,1
NIJ,1059,Black,M,0
NIJ,1060,White,M,1
NIJ,1061,Black,M,1
NIJ,1062,White,M,0
NIJ,1063,Black,M,1
NIJ,1064,Black,M,0
NIJ,1065,Black,M,0
NIJ,1066,Black,M,0
NIJ,1067,White,M,1
NIJ,1068,White,M,1
NIJ,1069,White,M,0
NIJ,1070,Black,M,0
NIJ,1071,White,M,0
NIJ,1072,Black,M,1
NIJ,1073,Black,M,1
NIJ,1074,White,M,1
NIJ,1075,Black,M,0
NIJ,1076,White,M,1
NIJ,1077,Black,F,1
NIJ,1078,Black,M,1
NIJ,1079,Black,M,1
NIJ,1080,Black,M,1
NIJ,1081,Black,M,0
NIJ,1082,White,F,0
NIJ,1083,Black,F,1
NIJ,1084,White,M,0
NIJ,1085,Black,F,0
NIJ,1086,Black,M,1
NIJ,1087,White,M,1
NIJ,1088,Black,M,1
NIJ,1089,Black,M,0
NIJ,1090,Black,M,0
NIJ,1091,Black,M,1
NIJ,1092,Black,M,1
NIJ,1093,White,M,1
NIJ,1094,White,M,0
NIJ,1095,Black,M,1
NIJ,1096,Black,M,0
NIJ,1097,Black,M,0
NIJ,1098,White,M,0
NIJ,1099,White,M,0
NIJ,1100,Black,M,0
NIJ,1101,Black,M,0
NIJ,1102,Black,M,1
NIJ,1103,Black,F,1
NIJ,1104,Black,F,0
NIJ,1105,White,M,0
NIJ,1106,White,M,0
NIJ,1107,Black,M,1
NIJ,1108,Black,M,0
NIJ,1109,Black,M,0
NIJ,1110,Black,M,0
NIJ,1111,White,M,0
NIJ,1112,Black,F,1
NIJ,1113,White,M,0
NIJ,1114,White,F,1
NIJ,1115,Black,M,0
NIJ,1116,Black,M,0
NIJ,1117,White,M,0
NIJ,1118,White,M,1
NIJ,1119,Black,M,1
NIJ,1120,Black,M,1
NIJ,1121,White,M,1
NIJ,1122,White,M,1
NIJ,1123,Black,M,0
NIJ,1124,Black,M,0
NIJ,1125,White,M,0
NIJ,1126,Black,M,0
NIJ,1127,White,M,1
NIJ,1128,White,M,1
NIJ,1129,Black,M,0
NIJ,1130,Black,F,0
NIJ,1131,Black,M,0
NIJ,1132,White,F,0
NIJ,1133,Black,M,0
NIJ,1134,White,F,0
NIJ,1135,Black,M,1
NIJ,1136,Black,M,1
NIJ,1137,Black,M,0
NIJ,1138,White,M,1
NIJ,1139,White,F,0
NIJ,1140,Black,M,1
NIJ,1142,Black,F,0
NIJ,1143,Black,M,0
NIJ,1144,Black,M,1
NIJ,1145,Black,M,0
NIJ,1146,Black,M,0
NIJ,1147,Black,M,1
NIJ,1148,White,M,1
NIJ,1149,Black,M,0
NIJ,1150,Black,M,1
NIJ,1151,White,M,1
NIJ,1152,Black,M,0
NIJ,1153,Black,M,1
NIJ,1154,White,M,0
NIJ,1155,Black,M,0
NIJ,1156,Black,M,1
NIJ,1157,White,M,0
NIJ,1158,Black,M,1
NIJ,1159,Black,M,1
NIJ,1160,Black,M,0
NIJ,1161,White,M,0
NIJ,1162,White,M,1
NIJ,1163,Black,M,0
NIJ,1165,White,M,0
NIJ,1166,White,M,0
NIJ,1167,White,M,1
NIJ,1168,Black,M,0
NIJ,1169,White,M,0
NIJ,1170,Black,M,0
NIJ,1171,Black,F,1
NIJ,1172,Black,M,1
NIJ,1173,Black,M,0
NIJ,1174,White,M,1
NIJ,1175,Black,M,0
NIJ,1176,Black,M,1
NIJ,1177,White,M,1
NIJ,1178,White,M,1
NIJ,1179,White,M,0
NIJ,1180,White,F,1
NIJ,1181,White,M,1
NIJ,1182,White,M,0
NIJ,1183,White,M,1
NIJ,1184,Black,M,1
NIJ,1185,Black,M,1
NIJ,1186,Black,M,0
NIJ,1187,Black,M,1
NIJ,1188,White,M,0
NIJ,1189,Black,M,1
NIJ,1190,White,M,0
NIJ,1191,Black,M,1
NIJ,1192,Black,M,1
NIJ,1193,White,M,0
NIJ,1195,Black,M,0
NIJ,1196,Black,M,0
NIJ,1197,White,M,1
NIJ,1198,Black,M,1
NIJ,1199,Black,F,1
NIJ,1200,Black,M,1
NIJ,1201,Black,M,1
NIJ,1202,White,M,1
NIJ,1203,White,M,0
NIJ,1204,Black,M,0
NIJ,1205,Black,M,1
NIJ,1206,Black,M,1
NIJ,1207,White,M,1
NIJ,1208,Black,M,0
NIJ,1209,White,M,1
NIJ,1210,White,M,1
NIJ,1211,White,M,1
NIJ,1212,Black,M,1
NIJ,1213,White,M,0
NIJ,1214,Black,M,0
NIJ,1215,White,M,1
NIJ,1216,Black,M,0
NIJ,1217,Black,M,0
NIJ,1218,White,M,1
NIJ,1219,White,F,0
NIJ,1220,White,M,1
NIJ,1221,Black,M,1
NIJ,1222,White,M,1
NIJ,1223,Black,M,0
NIJ,1224,Black,M,0
NIJ,1225,Black,M,1
NIJ,1226,Black,M,1
NIJ,1227,Black,M,1
NIJ,1228,Black,F,0
NIJ,1229,Black,M,1
NIJ,1230,White,M,1
NIJ,1231,Black,M,1
NIJ,1232,White,M,1
NIJ,1233,Black,M,0
NIJ,1234,Black,M,0
NIJ,1235,White,M,0
NIJ,1236,Black,F,0
NIJ,1237,Black,M,1
NIJ,1238,Black,M,0
NIJ,1239,White,M,1
NIJ,1240,White,M,0
NIJ,1241,Black,M,0
NIJ,1242,White,M,1
NIJ,1243,Black,M,1
NIJ,1244,Black,M,1
NIJ,1245,Black,M,1
NIJ,1246,Black,M,1
NIJ,1247,Black,M,1
NIJ,1248,Black,M,0
NIJ,1249,White,M,0
NIJ,1250,White,M,0
NIJ,1251,White,M,0
NIJ,1252,Black,M,1
NIJ,1253,Black,M,0
NIJ,1254,White,F,0
NIJ,1255,Black,M,0
NIJ,1256,Black,M,1
NIJ,1257,Black,F,1
NIJ,1258,White,M,1
NIJ,1259,Black,M,1
NIJ,1260,Black,M,1
NIJ,1261,Black,M,0
NIJ,1262,Black,F,0
NIJ,1263,Black,F,1
NIJ,1264,White,M,0
NIJ,1265,White,M,1
NIJ,1266,Black,M,0
NIJ,1267,Black,M,0
NIJ,1268,White,F,1
NIJ,1269,Black,M,1
NIJ,1270,White,F,1
NIJ,1271,Black,M,0
NIJ,1272,White,M,0
NIJ,1273,White,M,0
NIJ,1274,White,M,0
NIJ,1275,Black,M,1
NIJ,1276,Black,M,0
NIJ,1277,Black,M,1
NIJ,1278,White,M,1
NIJ,1279,Black,M,0
NIJ,1280,Black,M,0
NIJ,1281,White,M,0
NIJ,1282,Black,M,0
NIJ,1283,White,F,1
NIJ,1284,Black,M,0
NIJ,1285,White,M,1
NIJ,1287,Black,M,1
NIJ,1288,White,F,0
NIJ,1289,White,F,0
NIJ,1290,Black,M,1
NIJ,1291,Black,M,0
NIJ,1292,White,F,1
NIJ,1293,Black,M,1
NIJ,1295,White,M,0
NIJ,1296,White,F,0
NIJ,1297,White,F,1
NIJ,1298,Black,M,0
NIJ,1299,Black,M,0
NIJ,1300,White,F,0
NIJ,1301,Black,M,0
NIJ,1302,Black,M,1
NIJ,1303,Black,M,1
NIJ,1305,Black,M,0
NIJ,1306,Black,M,1
NIJ,1307,Black,M,1
NIJ,1308,Black,M,0
NIJ,1309,White,M,0
NIJ,1310,Black,M,1
NIJ,1311,White,M,1
NIJ,1312,White,M,1
NIJ,1313,Black,M,1
NIJ,1314,White,M,0
NIJ,1315,White,M,0
NIJ,1316,White,M,0
NIJ,1317,White,F,1
NIJ,1318,Black,M,1
NIJ,1319,White,M,0
NIJ,1321,White,M,0
NIJ,1322,White,M,1
NIJ,1323,Black,M,0
NIJ,1324,Black,M,1
NIJ,1325,White,F,0
NIJ,1326,White,M,0
NIJ,1327,White,M,1
NIJ,1328,Black,M,1
NIJ,1329,Black,F,1
NIJ,1330,Black,F,1
NIJ,1331,Black,M,0
NIJ,1332,White,M,0
NIJ,1333,White,M,1
NIJ,1334,White,M,0
NIJ,1335,White,F,0
NIJ,1336,Black,M,1
NIJ,1337,Black,M,0
NIJ,1338,Black,M,0
NIJ,1339,Black,M,1
NIJ,1341,White,F,0
NIJ,1342,Black,M,1
NIJ,1343,Black,M,0
NIJ,1344,White,F,0
NIJ,1345,White,M,1
NIJ,1346,Black,F,0
NIJ,1347,White,M,1
NIJ,1348,Black,M,0
NIJ,1349,Black,M,0
NIJ,1350,White,M,1
NIJ,1351,White,M,0
NIJ,1352,Black,M,0
NIJ,1353,Black,M,1
NIJ,1354,White,M,1
NIJ,1355,White,M,0
NIJ,1356,Black,M,0
NIJ,1357,White,M,1
NIJ,1358,Black,M,0
NIJ,1359,White,M,0
NIJ,1360,Black,M,0
NIJ,1361,White,M,0
NIJ,1362,Black,M,0
NIJ,1363,Black,F,0
NIJ,1364,Black,M,1
NIJ,1365,Black,M,1
NIJ,1366,Black,F,0
NIJ,1367,White,M,0
NIJ,1368,White,M,1
NIJ,1369,Black,M,1
NIJ,1370,Black,F,0
NIJ,1371,Black,M,0
NIJ,1372,Black,M,1
NIJ,1373,White,M,0
NIJ,1374,White,F,1
NIJ,1375,Black,M,0
NIJ,1376,Black,M,0
NIJ,1377,White,F,0
NIJ,1378,Black,M,1
NIJ,1379,Black,M,1
NIJ,1380,White,M,0
NIJ,1381,White,M,0
NIJ,1382,White,M,0
NIJ,1383,Black,M,1
NIJ,1384,Black,M,0
NIJ,1385,White,M,0
NIJ,1386,Black,M,0
NIJ,1387,Black,M,0
NIJ,1388,White,M,1
NIJ,1389,Black,M,1
NIJ,1390,Black,M,0
NIJ,1391,Black,F,0
NIJ,1392,Black,M,0
NIJ,1393,White,M,1
NIJ,1394,White,F,1
NIJ,1395,Black,M,0
NIJ,1396,Black,M,0
NIJ,1397,Black,M,0
NIJ,1398,White,F,0
NIJ,1399,White,M,0
NIJ,1400,Black,M,1
NIJ,1401,White,M,1
NIJ,1402,Black,M,0
NIJ,1403,Black,M,1
NIJ,1404,Black,M,1
NIJ,1405,Black,M,1
NIJ,1406,Black,M,1
NIJ,1407,Black,M,0
NIJ,1408,Black,M,0
NIJ,1409,Black,M,0
NIJ,1410,Black,M,0
NIJ,1411,Black,M,0
NIJ,1412,Black,M,0
NIJ,1413,Black,M,0
NIJ,1414,Black,M,0
NIJ,1415,Black,M,0
NIJ,1416,White,M,0
NIJ,1417,White,M,1
NIJ,1418,Black,M,1
NIJ,1419,White,M,1
NIJ,1420,Black,M,0
NIJ,1421,Black,M,1
NIJ,1422,White,M,1
NIJ,1423,Black,M,0
NIJ,1424,Black,M,1
NIJ,1425,Black,M,1
NIJ,1426,White,M,0
NIJ,1427,Black,M,1
NIJ,1428,White,M,0
NIJ,1429,Black,M,0
NIJ,1430,White,M,0
NIJ,1431,Black,M,1
NIJ,1432,White,M,0
NIJ,1433,White,M,0
NIJ,1434,White,F,0
NIJ,1435,White,M,0
NIJ,1436,Black,M,1
NIJ,1437,White,M,0
NIJ,1438,White,M,1
NIJ,1439,White,M,0
NIJ,1440,Black,F,0
NIJ,1441,Black,F,0
NIJ,1442,Black,M,1
NIJ,1443,White,M,1
NIJ,1444,Black,M,0
NIJ,1445,Black,M,1
NIJ,1446,White,M,0
NIJ,1447,White,M,1
NIJ,1448,White,M,0
NIJ,1449,Black,M,0
NIJ,1450,White,M,1
NIJ,1451,Black,M,0
NIJ,1452,White,M,0
NIJ,1453,Black,M,0
NIJ,1454,Black,M,1
NIJ,1455,Black,M,1
NIJ,1456,Black,M,1
NIJ,1457,Black,M,1
NIJ,1458,White,M,0
NIJ,1459,White,M,0
NIJ,1460,Black,M,0
NIJ,1461,White,M,1
NIJ,1462,Black,M,0
NIJ,1463,Black,F,1
NIJ,1464,White,M,0
NIJ,1465,White,M,0
NIJ,1466,Black,M,1
NIJ,1467,Black,M,0
NIJ,1468,White,M,1
NIJ,1469,Black,M,0
NIJ,1470,White,M,0
NIJ,1471,Black,M,0
NIJ,1472,Black,M,0
NIJ,1473,Black,M,0
NIJ,1474,Black,F,1
NIJ,1475,Black,M,1
NIJ,1476,Black,M,0
NIJ,1477,White,M,1
NIJ,1478,Black,M,0
NIJ,1479,White,M,0
NIJ,1480,Black,M,0
NIJ,1481,White,M,0
NIJ,1482,White,M,1
NIJ,1483,White,M,1
NIJ,1484,Black,M,1
NIJ,1485,White,M,0
NIJ,1486,Black,M,0
NIJ,1487,Black,M,1
NIJ,1488,White,F,0
NIJ,1489,White,M,0
NIJ,1490,Black,M,1
NIJ,1491,Black,M,0
NIJ,1492,White,M,0
NIJ,1493,Black,M,0
NIJ,1494,Black,M,0
NIJ,1495,White,M,1
NIJ,1496,White,F,0
NIJ,1497,Black,M,1
NIJ,1498,Black,M,0
NIJ,1499,White,M,0
NIJ,1500,Black,M,1
NIJ,1501,White,M,1
NIJ,1502,White,M,1
NIJ,1503,Black,M,1
NIJ,1504,Black,M,0
NIJ,1505,Black,M,1
NIJ,1506,Black,M,1
NIJ,1507,White,F,0
NIJ,1508,White,M,1
NIJ,1509,Black,M,0
NIJ,1510,Black,M,1
NIJ,1511,Black,M,1
NIJ,1512,Black,M,1
NIJ,1513,Black,M,0
NIJ,1514,Black,M,1
NIJ,1515,White,M,1
NIJ,1516,Black,M,1
NIJ,1517,Black,M,0
NIJ,1518,Black,F,1
NIJ,1519,Black,M,0
NIJ,1520,White,M,0
NIJ,1521,Black,M,1
NIJ,1522,White,M,0
NIJ,1523,White,F,0
NIJ,1525,Black,M,1
NIJ,1526,Black,M,0
NIJ,1527,Black,M,1
NIJ,1528,White,M,1
NIJ,1529,Black,M,1
NIJ,1530,White,M,1
NIJ,1531,Black,M,1
NIJ,1532,White,M,1
NIJ,1533,Black,M,1
NIJ,1534,Black,M,0
NIJ,1535,Black,M,1
NIJ,1536,Black,M,0
NIJ,1537,Black,M,0
NIJ,1538,White,M,1
NIJ,1539,White,F,0
NIJ,1541,Black,M,0
NIJ,1542,White,M,1
NIJ,1543,Black,M,0
NIJ,1544,Black,M,0
NIJ,1545,Black,M,1
NIJ,1546,White,M,1
NIJ,1547,Black,M,1
NIJ,1548,Black,M,0
NIJ,1549,Black,M,1
NIJ,1550,Black,M,0
NIJ,1551,Black,M,0
NIJ,1552,White,M,0
NIJ,1553,Black,M,0
NIJ,1554,Black,M,1
NIJ,1555,Black,M,0
NIJ,1556,White,M,1
NIJ,1557,Black,M,1
NIJ,1558,White,M,0
NIJ,1559,Black,M,0
NIJ,1560,White,M,0
NIJ,1561,Black,M,0
NIJ,1562,White,M,1
NIJ,1563,White,M,0
NIJ,1564,Black,M,0
NIJ,1565,Black,M,1
NIJ,1566,Black,M,0
NIJ,1567,Black,F,0
NIJ,1568,White,M,1
NIJ,1569,White,M,0
NIJ,1570,White,M,0
NIJ,1572,Black,M,0
NIJ,1573,White,M,0
NIJ,1574,Black,M,1
NIJ,1575,Black,M,1
NIJ,1576,White,F,0
NIJ,1577,White,M,1
NIJ,1578,Black,M,1
NIJ,1579,White,F,1
NIJ,1580,Black,M,0
NIJ,1581,White,F,0
NIJ,1583,White,M,0
NIJ,1584,Black,M,1
NIJ,1585,Black,M,1
NIJ,1586,Black,M,1
NIJ,1587,White,M,1
NIJ,1588,Black,M,0
NIJ,1589,White,F,1
NIJ,1590,Black,M,0
NIJ,1591,Black,M,0
NIJ,1592,Black,M,0
NIJ,1593,White,M,1
NIJ,1594,Black,M,0
NIJ,1595,Black,M,0
NIJ,1596,Black,M,1
NIJ,1597,White,M,0
NIJ,1598,White,M,1
NIJ,1599,White,M,0
NIJ,1600,Black,M,1
NIJ,1601,White,M,1
NIJ,1602,White,M,0
NIJ,1603,Black,M,0
NIJ,1604,White,M,1
NIJ,1605,Black,M,1
NIJ,1606,Black,M,0
NIJ,1607,Black,M,0
NIJ,1608,Black,M,1
NIJ,1609,White,M,1
NIJ,1610,Black,M,1
NIJ,1611,White,M,0
NIJ,1612,White,M,1
NIJ,1613,Black,M,1
NIJ,1614,White,M,0
NIJ,1615,Black,F,1
NIJ,1616,White,M,0
NIJ,1617,White,F,1
NIJ,1618,Black,M,1
NIJ,1619,Black,M,0
NIJ,1620,Black,M,0
NIJ,1621,White,M,0
NIJ,1622,Black,M,0
NIJ,1623,White,M,0
NIJ,1624,Black,M,1
NIJ,1625,White,M,1
NIJ,1627,Black,M,0
NIJ,1628,Black,M,0
NIJ,1629,White,M,1
NIJ,1631,White,M,0
NIJ,1632,White,M,1
NIJ,1633,Black,M,1
NIJ,1634,White,F,0
NIJ,1635,White,M,0
NIJ,1636,Black,M,1
NIJ,1637,Black,M,0
NIJ,1638,Black,M,0
NIJ,1639,Black,M,0
NIJ,1640,White,M,1
NIJ,1641,White,M,1
NIJ,1642,White,F,1
NIJ,1643,Black,M,0
NIJ,1644,White,M,1
NIJ,1645,Black,M,0
NIJ,1646,White,M,0
NIJ,1647,White,M,1
NIJ,1648,Black,M,1
NIJ,1649,White,F,0
NIJ,1650,Black,M,0
NIJ,1651,Black,F,1
NIJ,1652,Black,M,1
NIJ,1653,Black,M,0
NIJ,1654,White,F,1
NIJ,1655,White,M,0
NIJ,1656,White,M,0
NIJ,1657,White,M,0
NIJ,1658,White,M,1
NIJ,1659,Black,M,1
NIJ,1660,Black,M,0
NIJ,1661,Black,M,0
NIJ,1662,Black,M,0
NIJ,1663,Black,M,1
NIJ,1664,Black,M,0
NIJ,1665,Black,M,0
NIJ,1666,White,M,0
NIJ,1667,Black,M,1
NIJ,1668,Black,M,0
NIJ,1669,Black,M,0
NIJ,1670,White,M,0
NIJ,1672,White,M,0
NIJ,1673,Black,M,1
NIJ,1675,Black,M,0
NIJ,1676,White,M,1
NIJ,1677,White,F,1
NIJ,1678,Black,M,1
NIJ,1679,Black,M,0
NIJ,1680,White,M,1
NIJ,1681,White,M,1
NIJ,1682,White,M,1
NIJ,1683,White,M,1
NIJ,1684,Black,M,0
NIJ,1685,Black,M,1
NIJ,1686,Black,M,0
NIJ,1687,White,M,1
NIJ,1688,White,M,1
NIJ,1689,White,F,0
NIJ,1690,White,M,1
NIJ,1691,White,M,1
NIJ,1692,White,M,0
NIJ,1693,Black,M,0
NIJ,1694,White,M,1
NIJ,1695,White,M,0
NIJ,1696,White,M,0
NIJ,1697,Black,M,0
NIJ,1698,Black,M,1
NIJ,1699,White,M,0
NIJ,1700,White,M,1
NIJ,1701,White,M,0
NIJ,1702,White,F,0
NIJ,1703,Black,M,1
NIJ,1704,Black,M,0
NIJ,1705,Black,M,0
NIJ,1706,Black,M,1
NIJ,1707,Black,M,0
NIJ,1708,White,M,0
NIJ,1709,Black,M,1
NIJ,1710,White,M,0
NIJ,1711,White,M,1
NIJ,1712,White,M,1
NIJ,1713,White,F,0
NIJ,1714,White,F,0
NIJ,1715,White,M,1
NIJ,1716,Black,M,1
NIJ,1717,Black,M,0
NIJ,1718,White,M,1
NIJ,1719,Black,M,1
NIJ,1720,Black,M,1
NIJ,1721,Black,M,1
NIJ,1722,Black,M,0
NIJ,1723,White,M,0
NIJ,1724,White,F,0
NIJ,1725,White,M,0
NIJ,1726,White,M,1
NIJ,1727,Black,M,1
NIJ,1728,White,F,0
NIJ,1729,Black,M,1
NIJ,1730,Black,M,1
NIJ,1731,Black,M,1
NIJ,1732,White,F,0
NIJ,1733,White,M,1
NIJ,1734,White,M,0
NIJ,1735,White,F,0
NIJ,1736,Black,M,0
NIJ,1737,White,M,1
NIJ,1738,White,F,0
NIJ,1739,Black,M,0
NIJ,1740,White,F,0
NIJ,1741,White,M,1
NIJ,1742,Black,M,1
NIJ,1744,Black,M,0
NIJ,1745,Black,M,1
NIJ,1746,White,M,1
NIJ,1747,Black,M,0
NIJ,1748,White,F,1
NIJ,1749,Black,M,1
NIJ,1750,White,M,0
NIJ,1751,Black,M,0
NIJ,1752,Black,M,1
NIJ,1753,White,F,0
NIJ,1754,Black,M,0
NIJ,1755,White,M,0
NIJ,1756,Black,M,1
NIJ,1757,White,F,0
NIJ,1758,Black,M,1
NIJ,1759,Black,M,1
NIJ,1760,Black,F,0
NIJ,1761,Black,M,1
NIJ,1762,Black,M,1
NIJ,1763,White,M,1
NIJ,1764,White,F,1
NIJ,1765,Black,M,1
NIJ,1766,Black,M,0
NIJ,1767,White,M,1
NIJ,1768,Black,M,0
NIJ,1769,White,F,0
NIJ,1770,White,M,0
NIJ,1771,Black,M,1
NIJ,1772,White,M,1
NIJ,1773,White,M,0
NIJ,1774,Black,M,1
NIJ,1775,White,M,1
NIJ,1776,White,M,1
NIJ,1777,Black,M,1
NIJ,1778,White,F,1
NIJ,1779,White,M,0
NIJ,1780,Black,M,0
NIJ,1781,Black,M,1
NIJ,1782,Black,M,0
NIJ,1783,White,F,0
NIJ,1784,Black,M,1
NIJ,1785,White,M,0
NIJ,1786,White,M,0
NIJ,1787,Black,F,0
NIJ,1788,Black,M,0
NIJ,1789,Black,M,0
NIJ,1790,White,M,1
NIJ,1791,Black,M,0
NIJ,1792,White,M,0
NIJ,1793,White,M,0
NIJ,1794,Black,M,0
NIJ,1795,White,M,1
NIJ,1796,Black,M,1
NIJ,1797,White,M,1
NIJ,1798,Black,M,0
NIJ,1799,White,M,0
NIJ,1800,White,M,1
NIJ,1801,White,M,1
NIJ,1802,White,M,1
NIJ,1803,Black,M,1
NIJ,1804,Black,F,0
NIJ,1806,Black,M,0
NIJ,1807,Black,M,1
NIJ,1808,White,M,1
NIJ,1809,White,M,0
NIJ,1810,Black,M,1
NIJ,1811,Black,M,0
NIJ,1812,White,F,1
NIJ,1813,Black,M,0
NIJ,1814,Black,M,1
NIJ,1815,Black,M,0
NIJ,1816,Black,M,1
NIJ,1817,Black,M,0
NIJ,1818,White,F,1
NIJ,1819,Black,M,1
NIJ,1820,Black,M,0
NIJ,1821,White,M,0
NIJ,1822,Black,M,0
NIJ,1823,White,M,1
NIJ,1824,White,M,1
NIJ,1825,Black,M,0
NIJ,1826,White,M,1
NIJ,1827,Black,M,1
NIJ,1828,Black,M,1
NIJ,1829,White,M,0
NIJ,1830,White,M,1
NIJ,1831,Black,M,0
NIJ,1832,Black,M,1
NIJ,1833,Black,M,1
NIJ,1834,Black,M,0
NIJ,1835,White,F,0
NIJ,1836,White,M,1
NIJ,1837,Black,M,1
NIJ,1838,White,F,1
NIJ,1840,White,M,1
NIJ,1841,Black,M,0
NIJ,1842,Black,F,0
NIJ,1843,White,M,0
NIJ,1844,Black,M,1
NIJ,1845,Black,M,1
NIJ,1846,Black,M,1
NIJ,1847,White,F,0
NIJ,1848,White,M,1
NIJ,1849,Black,M,1
NIJ,1850,Black,F,1
NIJ,1851,Black,M,0
NIJ,1852,White,M,0
NIJ,1853,Black,M,0
NIJ,1854,White,F,0
NIJ,1855,Black,M,1
NIJ,1856,White,M,1
NIJ,1857,White,M,1
NIJ,1858,Black,M,0
NIJ,1859,Black,M,0
NIJ,1860,Black,M,1
NIJ,1861,Black,M,0
NIJ,1862,Black,M,1
NIJ,1863,Black,M,1
NIJ,1864,Black,M,1
NIJ,1865,Black,M,0
NIJ,1866,White,M,0
NIJ,1867,White,M,0
NIJ,1868,Black,M,1
NIJ,1869,White,M,1
NIJ,1870,White,M,1
NIJ,1872,Black,M,1
NIJ,1873,White,F,0
NIJ,1874,White,M,0
NIJ,1876,Black,M,1
NIJ,1877,White,F,1
NIJ,1878,Black,M,1
NIJ,1879,Black,M,0
NIJ,1880,Black,M,0
NIJ,1881,White,M,1
NIJ,1882,Black,M,1
NIJ,1883,Black,M,1
NIJ,1884,White,M,0
NIJ,1885,Black,M,1
NIJ,1886,Black,M,0
NIJ,1887,Black,M,0
NIJ,1888,White,M,1
NIJ,1889,White,F,1
NIJ,1890,White,M,0
NIJ,1891,Black,M,0
NIJ,1892,White,F,0
NIJ,1893,Black,M,0
NIJ,1894,White,M,0
NIJ,1895,White,M,0
NIJ,1896,Black,M,0
NIJ,1897,White,M,1
NIJ,1898,White,M,1
NIJ,1900,White,M,0
NIJ,1901,White,F,1
NIJ,1902,Black,M,1
NIJ,1903,Black,M,1
NIJ,1904,Black,F,0
NIJ,1905,White,M,1
NIJ,1906,White,F,0
NIJ,1907,White,F,1
NIJ,1908,White,M,1
NIJ,1909,Black,M,0
NIJ,1910,Black,M,1
NIJ,1911,White,M,0
NIJ,1912,Black,M,1
NIJ,1913,Black,M,1
NIJ,1914,White,F,0
NIJ,1915,Black,M,0
NIJ,1916,Black,M,0
NIJ,1917,Black,M,1
NIJ,1918,Black,M,0
NIJ,1919,Black,M,0
NIJ,1921,White,M,1
NIJ,1922,Black,M,0
NIJ,1923,Black,M,0
NIJ,1924,White,M,1
NIJ,1925,Black,M,1
NIJ,1926,Black,F,0
NIJ,1927,Black,M,0
NIJ,1928,Black,M,1
NIJ,1929,Black,F,1
NIJ,1930,Black,M,1
NIJ,1931,Black,M,0
NIJ,1932,Black,M,0
NIJ,1933,Black,M,1
NIJ,1935,Black,M,1
NIJ,1936,Black,M,0
NIJ,1937,Black,M,0
NIJ,1938,Black,M,0
NIJ,1939,White,M,0
NIJ,1940,White,M,0
NIJ,1941,Black,M,0
NIJ,1942,White,M,0
NIJ,1943,Black,M,1
NIJ,1944,Black,M,0
NIJ,1945,White,M,1
NIJ,1946,Black,M,0
NIJ,1947,White,M,0
NIJ,1948,Black,M,0
NIJ,1949,White,F,1
NIJ,1950,Black,M,0
NIJ,1951,Black,M,0
NIJ,1952,Black,M,1
NIJ,1953,White,M,1
NIJ,1954,Black,M,0
NIJ,1955,White,M,1
NIJ,1956,Black,M,1
NIJ,1957,White,M,0
NIJ,1958,Black,M,1
NIJ,1959,Black,M,1
NIJ,1961,Black,F,1
NIJ,1962,Black,M,1
NIJ,1963,White,M,1
NIJ,1964,Black,M,1
NIJ,1965,White,M,1
NIJ,1966,White,F,0
NIJ,1967,Black,M,0
NIJ,1968,Black,F,0
NIJ,1969,Black,M,0
NIJ,1970,Black,M,1
NIJ,1971,White,M,1
NIJ,1972,White,M,0
NIJ,1973,White,M,1
NIJ,1974,Black,M,0
NIJ,1975,Black,M,0
NIJ,1976,Black,F,0
NIJ,1977,White,F,0
NIJ,1978,White,M,0
NIJ,1979,Black,M,0
NIJ,1980,White,M,1
NIJ,1981,Black,M,1
NIJ,1982,Black,M,1
NIJ,1983,White,M,1
NIJ,1984,White,M,1
NIJ,1985,Black,M,0
NIJ,1986,Black,M,1
NIJ,1987,Black,F,0
NIJ,1988,White,M,1
NIJ,1989,Black,M,1
NIJ,1990,Black,M,0
NIJ,1991,Black,M,1
NIJ,1992,Black,M,1
NIJ,1993,Black,M,1
NIJ,1994,Black,M,1
NIJ,1995,White,M,1
NIJ,1996,Black,M,1
NIJ,1997,White,M,0
NIJ,1998,Black,M,0
NIJ,1999,Black,M,0
NIJ,2000,Black,M,0
NIJ,2001,Black,M,0
NIJ,2002,White,M,1
NIJ,2003,White,M,1
NIJ,2004,White,M,1
NIJ,2005,Black,M,1
NIJ,2006,White,M,1
NIJ,2007,Black,M,1
NIJ,2008,Black,M,0
NIJ,2009,Black,M,1
NIJ,2010,Black,M,1
NIJ,2011,White,M,1
NIJ,2012,Black,M,0
NIJ,2013,White,M,0
NIJ,2014,White,M,1
NIJ,2015,White,M,0
NIJ,2016,Black,M,0
NIJ,2017,Black,M,0
NIJ,2018,Black,M,0
NIJ,2019,Black,M,1
NIJ,2020,Black,M,0
NIJ,2021,Black,M,0
NIJ,2022,White,M,0
NIJ,2023,White,M,1
NIJ,2024,Black,M,0
NIJ,2025,Black,M,1
NIJ,2026,White,M,0
NIJ,2027,Black,M,0
NIJ,2028,Black,M,0
NIJ,2029,Black,M,0
